id,name_ch,name,match_title,match_url
163,時常攜帶耶穌聖名, Take The Name Of Jesus With You,Take the name of Jesus with you,https://www.hymnal.net/en/hymn/h/670
165,耶穌你名何等芬芳, Jesus! How Much Thy Name Unfolds,Jesus! how much Thy name unfolds,https://www.hymnal.net/en/hymn/h/71
170,祂名為奇妙, His Name Is Wonderful,His Name is Wonderful,https://www.hymnal.net/en/hymn/h/1085
173,祂來尋覓滿了柔情, In Tenderness He Sought Me,In tenderness He sought me,https://www.hymnal.net/en/hymn/h/1068
174,神聖的愛何其美甜," O Love Divine, How Sweet Thou Art","O Love divine, how sweet Thou art",https://www.hymnal.net/en/hymn/h/427
178,你的大愛, It Passeth Knowledge,"It passeth knowledge, that dear love of Thine",https://www.hymnal.net/en/hymn/h/154
179,何能如此如我也能, And Can It Be That I Should Gain,And can it be that I should gain,https://www.hymnal.net/en/hymn/h/296
180,主耶穌當我們想到你, Lord Jesus! When We Think Of Thee,Lord Jesus! when we think of Thee,https://www.hymnal.net/en/hymn/h/207
181,你這不肯放我的愛," O Love, That Wilt Not Let Me Go","O Love, that wilt not let me go",https://www.hymnal.net/en/hymn/h/432
184,我有良友, I've Found A Friend,"I've found a Friend, oh, such a Friend",https://www.hymnal.net/en/hymn/h/288
187,驚人恩典, Amazing Grace,Amazing Grace,https://www.hymnal.net/en/hymn/h/313
192,我主耶穌惟你是配," Jesus, Thou Alone Art Worthy","Jesus, Thou alone art worthy",https://www.hymnal.net/en/hymn/h/182
201,主接納我們的詩歌," Lord, Accept Our Feeble Song","Lord, accept our feeble song",https://www.hymnal.net/en/hymn/h/90
207,我的詩歌是耶穌, My Song Shall Be Of Jesus,My song shall be of Jesus,https://www.hymnal.net/en/hymn/h/165
214,快樂日, O Happy Day,O happy day that fixed my choice,https://www.hymnal.net/en/hymn/h/347
223,哦主耶穌每想到你," Lord Jesus Christ, Our Heart Feels Sweet","Lord Jesus Christ, our heart feels sweet",https://www.hymnal.net/en/hymn/h/171
233,耶穌你的全勝的愛," Jesus, Thine All Victorious Love","Jesus, Thine all-victorious love",https://www.hymnal.net/en/hymn/h/264
245,充滿我, Fill Me Now,Fill me with Thy gracious Spirit,https://www.hymnal.net/en/hymn/h/267
254,我主只有你聖靈," Thy Holy Spirit, Lord, Alone","Thy Holy Spirit, Lord, alone",https://www.hymnal.net/en/hymn/h/275
257,哦主耶穌當你在地," Oh, Jesus, Lord, When Thou On Earth","Oh, Jesus, Lord, when Thou on earth",https://www.hymnal.net/en/hymn/h/489
260,何等慚愧何等痛悔," Oh, The Bitter Shame And Sorrow","Oh, the bitter shame and sorrow",https://www.hymnal.net/en/hymn/h/435
261,我豈可再冷淡退後, How Can I Ever Stay Away?,How can I ever stay away,https://www.hymnal.net/en/hymn/h/471
268,我心所追求乃是神自己, My Goal Is God Himself,"My goal is God Himself, not joy, nor peace",https://www.hymnal.net/en/hymn/h/350
269,進入幔內出到營外, Enter The Veil And Go Without The Camp,Enter the veil and go without the camp,https://www.hymnal.net/en/hymn/h/549
270,願你為大," Be Thou Supreme, O Jesus Christ","Be Thou supreme, O Jesus Christ",https://www.hymnal.net/en/hymn/h/367
271,神在天上有一寶貝, God In Heaven Hath A Treasure,God in heaven hath a treasure,https://www.hymnal.net/en/hymn/h/589
273,進深進深," Deeper, Deeper","Deeper, deeper, in the cross of Jesus",https://www.hymnal.net/en/hymn/h/1240
276,主使我更愛你, More Holiness Give Me,More holiness give me,https://www.hymnal.net/en/hymn/h/397
277,我願更多認識耶穌, More About Jesus Would I Know,More about Jesus would I know,https://www.hymnal.net/en/hymn/h/382
283,要思想耶穌, Consider Him,"Consider Him, let Christ thy pattern be",https://www.hymnal.net/en/hymn/h/656
285,我已得佳美信息, I've Believed The True Report,I've believed the true report,https://www.hymnal.net/en/hymn/h/551
288,你這神的隱藏的愛, Thou Hidden Love Of God,"Thou hidden love of God, whose height",https://www.hymnal.net/en/hymn/h/423
289,求主把我捆綁," Make Me A Captive, Lord","Make me a captive, Lord",https://www.hymnal.net/en/hymn/h/422
291,哦我要像你, O To Be Like Thee,O to be like Thee,https://www.hymnal.net/en/hymn/h/398
295,我今轉身背向俗世, I've Turned My Back Upon The World,I've turned my back upon the world,https://www.hymnal.net/en/hymn/h/438
302,你的靈豈非如祂會過," Hast Thou Heard Him, Seen Him, Known Him?","Hast thou heard Him, seen Him, known Him",https://www.hymnal.net/en/hymn/h/437
305,我今屬於耶穌, I Belong To Jesus,I belong to Jesus,https://www.hymnal.net/en/hymn/h/306
306,活著為耶穌, Living For Jesus,Living for Jesus a life that is true,https://www.hymnal.net/en/hymn/h/456
307,世上景色我已一閱, Having Seen The World's Fair Beauty,Having seen the world's fair beauty,https://www.hymnal.net/en/hymn/h/405
312,全所有奉獻, I Surrender All,All to Jesus I surrender,https://www.hymnal.net/en/hymn/h/441
313,收我此生作奉獻," Take My Life, And Let It Be","Take my life, and let it be",https://www.hymnal.net/en/hymn/h/445
318,我當如何愛我的主, How Shall I Follow Him I Serve?,How shall I follow Him I serve,https://www.hymnal.net/en/hymn/h/462
322,耶穌我今背起十架," Jesus, I My Cross Have Taken","Jesus, I my cross have taken",https://www.hymnal.net/en/hymn/h/460
324,我是否要背負十架, Am I A Soldier Of The Cross?,Am I a soldier of the Cross,https://www.hymnal.net/en/hymn/h/468
328,當我不見基督容華, How Tedious And Tasteless The Hours,How tedious and tasteless the hours,https://www.hymnal.net/en/hymn/h/529
331,以愛為旗在我以上, His Banner Over Me Is Love,His banner over me is love,https://www.hymnal.net/en/hymn/h/1157
334,耶穌只要一想到你," Jesus, The Very Thought Of Thee","Jesus, the very thought of Thee",https://www.hymnal.net/en/hymn/h/209
335,救主耶穌愛者之樂," Jesus, Thou Joy Of Loving Hearts","Jesus, Thou Joy of loving hearts",https://www.hymnal.net/en/hymn/h/205
343,美哉主耶穌, Fairest Lord Jesus,Fairest Lord Jesus,https://www.hymnal.net/en/hymn/h/175
344,今世福樂沒滅," Fade, Fade, Each Earthly Joy","Fade, fade each earthly joy",https://www.hymnal.net/en/hymn/h/531
352,住在你裡面, Abide In Thee,Abide in Thee! in that deep love of Thine,https://www.hymnal.net/en/hymn/h/563
354,祂隱藏我魂, He Hideth My Soul,He Hideth My Soul,https://www.hymnal.net/en/hymn/h/334
357,時常喜樂, Let Us Rejoice,O let us rejoice in the Lord evermore,https://www.hymnal.net/en/hymn/h/717
358,在祂同在的隱密處, In The Secret Of His Presence,In the secret of His presence,https://www.hymnal.net/en/hymn/h/553
359,在祂翼下, Under His Wings,Under His wings I am safely abiding,https://www.hymnal.net/en/hymn/h/565
362,與我同住, Abide With Me,Abide with me! fast falls the eventide,https://www.hymnal.net/en/hymn/h/370
365,求你揀選我道路," Thy Way, Not Mine, O Lord","Thy way, not mine, O Lord",https://www.hymnal.net/en/hymn/h/393
366,隨你調度," Have Thine Own Way, Lord","Have Thine own way, Lord",https://www.hymnal.net/en/hymn/h/449
374,祂旨美甜, Sweet Will Of God,Sweet Will of God,https://www.hymnal.net/en/hymn/h/383
376,主阿照你旨意," My Jesus, As Thou Wilt","My Jesus, as Thou wilt",https://www.hymnal.net/en/hymn/h/384
386,你若不壓橄欖成渣, Olives That Have Known No Pressure,Olives that have known no pressure,https://www.hymnal.net/en/hymn/h/626
391,破毀帶我到主懷, Wrecked Outright On Jesus' Breast,Wrecked outright on Jesus' breast,https://www.hymnal.net/en/hymn/h/637
392,惟有常出代價, Cross Of Christ! Lead Onward,Cross of Christ! lead onward,https://www.hymnal.net/en/hymn/h/634
394,由死而生, Life Out Of Death,"Life out of death—dear Master, is it spoken",https://www.hymnal.net/en/hymn/h/640
396,非我惟主," Not I, But Christ","Not I, but Christ be honored, loved, exalted",https://www.hymnal.net/en/hymn/h/591
399,你怎沒有傷痕, Hast Thou No Scar?,Hast thou no scar,https://www.hymnal.net/en/hymn/h/629
406,我主你說你是真樹, Thou Hast Said Thou Art The Vine,"Thou hast said Thou art the Vine, Lord",https://www.hymnal.net/en/hymn/h/561
408,時時刻刻, Moment By Moment,Moment By Moment,https://www.hymnal.net/en/hymn/h/486
411,耶穌我今歡然安息," Jesus! I Am Resting, Resting","Jesus! I am resting, resting",https://www.hymnal.net/en/hymn/h/579
412,求主啟示主自己," Lord, Reveal Thyself To Me","Lord, reveal Thyself to me",https://www.hymnal.net/en/hymn/h/412
413,當我憑著自己思想, When I Am In The Natural Man,When I am in the natural man,https://www.hymnal.net/en/hymn/h/430
421,主你啟示一個奧祕," Lord, Thou Hast Shown The Mystery","Lord, Thou hast shown the mystery",https://www.hymnal.net/en/hymn/h/488
422,主你知道所有乾渴," Lord, Thou Knowest All The Hunger","Lord, Thou knowest all the hunger",https://www.hymnal.net/en/hymn/h/283
424,你是平靜祕密之源, Thou Hidden Source Of Calm Repose,Thou hidden source of calm repose,https://www.hymnal.net/en/hymn/h/532
428,基督就是我的世界, Jesus Is All The World To Me,Jesus is all the world to me,https://www.hymnal.net/en/hymn/h/530
429,祂不誤事因祂是神," He Faileth Not, For He Is God","He faileth not, for He is God",https://www.hymnal.net/en/hymn/h/693
430,再唱信心的歌, Keep Up The Song Of Faith,Keep up the song of faith,https://www.hymnal.net/en/hymn/h/778
434,信靠耶穌何其甘甜, Tis So Sweet To Trust In Jesus,Tis so sweet to trust in Jesus,https://www.hymnal.net/en/hymn/h/568
443,前途如何我不知, I Know Not What Awaits Me,I know not what awaits me,https://www.hymnal.net/en/hymn/h/711
449,緊握我手, Hold Thou My Hand,"Hold Thou my hand: so weak I am, and helpless",https://www.hymnal.net/en/hymn/h/388
451,無你我就無法想, I Could Not Do Without Thee,I could not do without Thee,https://www.hymnal.net/en/hymn/h/8421
452,你信實何廣大, Great Is Thy Faithfulness,Great is Thy faithfulness,https://www.hymnal.net/en/hymn/h/19
457,我是一個異鄉旅客, I'm A Pilgrim And A Stranger,I'm a pilgrim and a stranger,https://www.hymnal.net/en/hymn/h/8512
462,我惟靠你, We Rest On Thee,"We rest on Thee, our Shield and our Defender",https://www.hymnal.net/en/hymn/h/881
472,指示你路," Teach Me Thy Way, O Lord","Teach me Thy way, O Lord",https://www.hymnal.net/en/hymn/h/406
477,神用奧祕行動前來, God Moves In A Mysterious Way,God moves in a mysterious way,https://www.hymnal.net/en/hymn/h/675
478,求主耶穌操我舵," Jesus, Savior, Pilot Me","Jesus, Savior, pilot me",https://www.hymnal.net/en/hymn/h/392
488,新鮮如同清晨甘露, Fresh As The Dew Of The Morning,Fresh as the dew of the morning,https://www.hymnal.net/en/hymn/h/708
489,我常居住天愛中, In Heavenly Love Abiding,In heavenly love abiding,https://www.hymnal.net/en/hymn/h/8490
490,安穩在耶穌手臂, Safe In The Arms Of Jesus,Safe in the arms of Jesus,https://www.hymnal.net/en/hymn/h/679
493,像長江大河, Like A River Glorious,"Like a river, glorious",https://www.hymnal.net/en/hymn/h/719
496,耶穌靈魂的愛人," Jesus, Lover Of My Soul","Jesus, lover of my soul",https://www.hymnal.net/en/hymn/h/1057
505,神未曾應許天色常藍, God Hath Not Promised Skies Always Blue,God Hath Not Promised,https://www.hymnal.net/en/hymn/h/8526
506,來吧憂傷的人," Come, Ye Disconsolate","Come, ye disconsolate, where'er ye languish",https://www.hymnal.net/en/hymn/h/684
509,當轉眼仰望耶穌, Turn Your Eyes Upon Jesus,Turn your eyes upon Jesus,https://www.hymnal.net/en/hymn/h/645
511,主顧念嗎, Does Jesus Care?,Does Jesus care when my heart is pained,https://www.hymnal.net/en/hymn/h/695
517,當我恩主降臨時候, When My Blest Lord Will Come Again,When my blest Lord will come again,https://www.hymnal.net/en/hymn/h/965
540,前去我們口號, Forward! Be Our Watchword,Forward! be our watchword,https://www.hymnal.net/en/hymn/h/663
545,禱告乃是靈中所燒聖香, Prayer Is The Incense Of A Holy Heart,Prayer is the incense of a holy heart,https://www.hymnal.net/en/hymn/h/762
546,教我禱告主, Teach Me To Pray,"Teach me to pray, Lord, teach me to pray",https://www.hymnal.net/en/hymn/h/766
549,憑信心求, Ask In Faith,"Ask in faith, the Name of Jesus",https://www.hymnal.net/en/hymn/h/776
550,何等朋友我主耶穌, What A Friend We Have In Jesus,What a Friend we have in Jesus,https://www.hymnal.net/en/hymn/h/789
560,耶穌是我的我有把握, Blessed Assurance,Blessed assurance,https://www.hymnal.net/en/hymn/h/308
567,哦主求你長在我心," O Jesus Christ, Grow Thou In Me","O Jesus Christ, grow Thou in me",https://www.hymnal.net/en/hymn/h/395
569,我神我心充滿安寧," My Heart Is Resting, O My God","My heart is resting, O my God",https://www.hymnal.net/en/hymn/h/601
571,我時刻需要你, I Need Thee Every Hour,I need Thee every hour,https://www.hymnal.net/en/hymn/h/371
579,你是愛的溫柔氣息, I Cannot Breathe Enough Of Thee,I cannot breathe enough of Thee,https://www.hymnal.net/en/hymn/h/172
581,主耶穌我羨慕活在你面前," Lord Jesus, I Long In Thy Presence To Live","Lord Jesus, I long in Thy presence to live",https://www.hymnal.net/en/hymn/h/389
582,親愛主寶貝主, Dear Lord! Precious Lord,"Dear Lord Jesus, precious Jesus",https://www.hymnal.net/en/hymn/h/1158
584,與你更親我神," Nearer, My God To Thee","Nearer, my God, to Thee",https://www.hymnal.net/en/hymn/h/614
587,晨光掠天而過, When Morning Gilds The Skies,When morning gilds the skies,https://www.hymnal.net/en/hymn/h/238
590,夕陽西沉, Day Is Dying In The West,Day is dying in the west,https://www.hymnal.net/en/hymn/h/616
593,我愛傳講主福音, I Love To Tell The Story,I love to tell the story,https://www.hymnal.net/en/hymn/h/1064
601,我豈可去雙手空空," Must I Go, And Empty-Handed?","Must I go, and empty-handed",https://www.hymnal.net/en/hymn/h/930
618,永遠永遠永永遠遠, Eternity! Eternity!,Eternity! Eternity,https://www.hymnal.net/en/hymn/h/1047
622,幾乎要聽勸, Almost Persuaded,Almost persuaded,https://www.hymnal.net/en/hymn/h/1046
624,何等柔細慈愛, Softly And Tenderly,Softly and tenderly Jesus is calling,https://www.hymnal.net/en/hymn/h/1027
628,照我本相, Just As I Am,Just as I am,https://www.hymnal.net/en/hymn/h/1048
629,你的歡迎聲音, I Hear Thy Welcome Voice,I hear Thy welcome voice,https://www.hymnal.net/en/hymn/h/1051
632,進入我心, Into My Heart,"Come into my heart, O Lord Jesus",https://www.hymnal.net/en/hymn/h/1061
638,去作工, To The Work,To the work! to the work! we are servants of God,https://www.hymnal.net/en/hymn/h/895
641,主耶穌我曾應許," O Jesus, I Have Promised","O Jesus, I have promised",https://www.hymnal.net/en/hymn/h/465
644,趕緊工作夜快臨," Work, For The Night Is Coming","Work, for the night is coming",https://www.hymnal.net/en/hymn/h/8661
644,儆醒阿黑夜已深," Work, For The Night Is Coming","Work, for the night is coming",https://www.hymnal.net/en/hymn/h/8661
647,復興你工作主," Revive Thy Work, O Lord","Revive Thy work, O Lord",https://www.hymnal.net/en/hymn/h/797
654,我神乃是大能堡壘, A Mighty Fortress Is Our God,A mighty Fortress is our God,https://www.hymnal.net/en/hymn/h/886
655,古聖信仰, Faith Of Our Fathers,"Faith of our fathers, living still",https://www.hymnal.net/en/hymn/h/830
657,今日戰爭兇猛, Conflict Today Is Fierce,Conflict today is fierce,https://www.hymnal.net/en/hymn/h/893
658,起來起來為耶穌," Stand Up, Stand Up For Jesus",Stand up! stand up for Jesus,https://www.hymnal.net/en/hymn/h/870
659,神的兒子出戰前方, The Son Of God Goes Forth To War,The Son of God goes forth to war,https://www.hymnal.net/en/hymn/h/884
660,我不敢稍微失敗, I Dare Not Be Defeated,I dare not be defeated,https://www.hymnal.net/en/hymn/h/877
666,誰是在主這邊, Who Is On The Lord's Side?,Who is on the Lord's side,https://www.hymnal.net/en/hymn/h/469
667,親愛基督精兵," Soldier, Soldier, Fighting","Soldier, soldier, fighting in the world's great strife",https://www.hymnal.net/en/hymn/h/648
668,哈利路亞耶穌得勝, Hallelujah! Christ Is Victor,Hallelujah! Christ is Victor,https://www.hymnal.net/en/hymn/h/890
673,衝過戰士哪衝過," Charge, Soldiers Charge In Battle","Charge, soldiers, charge in battle",https://www.hymnal.net/en/hymn/h/873
674,當奉耶穌這名站住, The Name Of Jesus Is Our Stand,The name of Jesus is our stand,https://www.hymnal.net/en/hymn/h/887
677,美麗錫安我神聖城, Glorious Things Of Thee Are Spoken,Glorious things of thee are spoken,https://www.hymnal.net/en/hymn/h/977
678,主我愛你國度," I Love Thy Kingdom, Lord","I love Thy kingdom, Lord",https://www.hymnal.net/en/hymn/h/853
680,我們聚集在你墓的四圍," Around Thy Grave, Lord Jesus","Around Thy grave, Lord Jesus",https://www.hymnal.net/en/hymn/h/935
681,與主同葬, Buried With Christ,"Buried with Christ, and raised with Him too",https://www.hymnal.net/en/hymn/h/483
683,為著這餅和這杯, For The Bread And For The Wine,For the bread and for the wine,https://www.hymnal.net/en/hymn/h/226
685,主在此我要與你面對面," Here, O My Lord, I See Thee Face To Face","Here, O my Lord, I see Thee face to face",https://www.hymnal.net/en/hymn/h/225
686,主耶穌當那晚間," On That Same Night, Lord Jesus","On that same night, Lord Jesus",https://www.hymnal.net/en/hymn/h/213
687,我們照你恩惠話語, According To Thy Gracious Word,According to Thy gracious word,https://www.hymnal.net/en/hymn/h/214
688,願主為我擘開生命的餅, Break Thou The Bread Of Life,Break Thou the Bread of Life,https://www.hymnal.net/en/hymn/h/806
689,我主請說僕人敬聽," Master, Speak! Thy Servant Heareth","Master, speak! Thy servant heareth",https://www.hymnal.net/en/hymn/h/808
690,主你有否一句為我," Lord, Hast Thou Not One Word For Me?","Lord, hast Thou not one word for me",https://www.hymnal.net/en/hymn/h/810
694,福哉愛的捆綁, Blest Be The Tie That Binds,Blest be the tie that binds,https://www.hymnal.net/en/hymn/h/860
702,願神同在直至再見面, God Be With You Till We Meet Again,God be with you till we meet again,https://www.hymnal.net/en/hymn/h/861
705,只一摸, Just One Touch,Just one touch as He moves along,https://www.hymnal.net/en/hymn/h/759
63,此時何時孤單之時,,此時何時孤單之時,https://www.hymnal.net/zh/hymn/ch/92
684,主舉愛旗遮蓋我們,,主舉愛旗遮蓋我們,https://www.hymnal.net/zh/hymn/ch/174
691,主阿我們聚集你前,,主阿我們聚集你前,https://www.hymnal.net/zh/hymn/ch/625
693,我們呼吸天上空氣,,我們呼吸天上空氣,https://www.hymnal.net/zh/hymn/ch/623
69,我每靜念那十字架,,我每靜念那十字架,https://www.hymnal.net/zh/hymn/ch/85
31,坦然無懼來到神前,,坦然無懼來到神前,https://www.hymnal.net/zh/hymn/ch/240
708,祂醫治我讚美祂名,,祂醫治我讚美祂名,https://www.hymnal.net/zh/hymn/ch/549
18,神聖之愛遠超眾愛,,神聖之愛遠超眾愛,https://www.hymnal.net/zh/hymn/ch/274
682,阿爸我們進前來,,阿爸我們進前來,https://www.hymnal.net/zh/hymn/ch/47
24,神哪你在聖所之內,,神哪你在聖所之內,https://www.hymnal.net/zh/hymn/ch/28
195,來阿你這萬福泉源,,來阿你這萬福泉源,https://www.hymnal.net/zh/hymn/ch/250
610,罪惡途中多年流蕩,,罪惡途中多年流蕩,https://www.hymnal.net/zh/hymn/ch/736
471,一路我蒙救主引領,,一路我蒙救主引領,https://www.hymnal.net/zh/hymn/ch/508
234,主你所有一切工作,,主你所有一切工作,https://www.hymnal.net/zh/hymn/ch/367
468,是愛的神作我牧人,,是愛的神作我牧人,https://www.hymnal.net/zh/hymn/ch/444
245,何等榮耀何等福氣,,何等榮耀何等福氣,https://www.hymnal.net/zh/hymn/ch/217
446,神的應許不能廢去,,神的應許不能廢去,https://www.hymnal.net/zh/hymn/ch/482
253,後是膏油先是血,,後是膏油先是血,https://www.hymnal.net/zh/hymn/ch/227
255,焚燒在我心內,,焚燒在我心內,https://www.hymnal.net/zh/hymn/ch/207
437,主阿即或盡是黑暗,,主阿即或盡是黑暗,https://www.hymnal.net/zh/hymn/ch/505
436,或這樣或那樣,,或這樣或那樣,https://www.hymnal.net/zh/hymn/ch/513
265,從前我亦曾熱心,,從前我亦曾熱心,https://www.hymnal.net/zh/hymn/ch/353
